added_route_id,trip_id
743,63494403
741,63494405
742,63494405
743,63494405
741,63494407
742,63494407
743,63494407
741,63494409
742,63494409
743,63494409
741,63494412
742,63494412
743,63494412
741,63494414
742,63494414
743,63494414
741,63494415
742,63494415
743,63494415
741,63494417
742,63494417
743,63494417
741,63494418
742,63494418
743,63494418
741,63494420
742,63494420
743,63494420
741,63494423
742,63494423
743,63494423
741,63494426
742,63494426
743,63494426
741,63494427
742,63494427
743,63494427
741,63494429
742,63494429
743,63494429
741,63494577
742,63494577
743,63494577
741,63494578
742,63494578
743,63494578
741,63494579
742,63494579
743,63494579
741,63494580
742,63494580
743,63494580
741,63494841
742,63494841
743,63494841
741,63494910
742,63494910
743,63494910
741,63494954
742,63494954
743,63494954
741,63495054
742,63495054
743,63495054
741,63495066
742,63495066
743,63495066
741,63495113
742,63495113
743,63495113
741,63495135
742,63495135
743,63495135
741,63495253
742,63495253
743,63495253
741,63495273
742,63495273
743,63495273
741,63495274
742,63495274
743,63495274
741,63495474
742,63495474
743,63495474
741,63495476
742,63495476
743,63495476
741,63495480
742,63495480
743,63495480
741,63495483
742,63495483
743,63495483
741,63495488
742,63495488
743,63495488
741,63495489
742,63495489
743,63495489
741,63495491
742,63495491
743,63495491
741,63495492
742,63495492
743,63495492
741,63495493
742,63495493
743,63495493
741,63495506
742,63495506
743,63495506
741,63207977
742,63207977
743,63207977
741,63207978
742,63207978
743,63207978
741,63207979
742,63207979
743,63207979
741,63207980
742,63207980
743,63207980
741,63207981
742,63207981
743,63207981
741,63207982
742,63207982
743,63207982
741,63207983
742,63207983
743,63207983
741,63207984
742,63207984
743,63207984
741,63207986
742,63207986
743,63207986
741,63207987
742,63207987
743,63207987
741,63207988
742,63207988
743,63207988
741,63207989
742,63207989
743,63207989
741,63207990
742,63207990
743,63207990
741,63207991
742,63207991
743,63207991
741,63208006
742,63208006
743,63208006
741,63208009
742,63208009
743,63208009
741,63208016
742,63208016
743,63208016
741,63208019
742,63208019
743,63208019
741,63208028
742,63208028
743,63208028
741,63208032
742,63208032
743,63208032
741,63208033
742,63208033
743,63208033
741,63208039
742,63208039
743,63208039
741,63208047
742,63208047
743,63208047
741,63208052
742,63208052
743,63208052
741,63208059
742,63208059
743,63208059
741,63208061
742,63208061
743,63208061
741,63208726
742,63208726
743,63208726
741,63208727
742,63208727
743,63208727
741,63209024
742,63209024
743,63209024
741,63209025
742,63209025
743,63209025
741,63209026
742,63209026
743,63209026
741,63209027
742,63209027
743,63209027
741,63209213
742,63209213
743,63209213
741,63209215
742,63209215
743,63209215
741,63209216
742,63209216
743,63209216
741,63209217
742,63209217
743,63209217
741,63209218
742,63209218
743,63209218
741,63209219
742,63209219
743,63209219
741,63209495
742,63209495
743,63209495
741,63209509
742,63209509
743,63209509
741,63209511
742,63209511
743,63209511
741,63209516
742,63209516
743,63209516
741,63211609
742,63211609
743,63211609
741,63211649
742,63211649
743,63211649
741,63211655
742,63211655
743,63211655
741,63211657
742,63211657
743,63211657
741,63211667
742,63211667
743,63211667
741,63211670
742,63211670
743,63211670
741,63211678
742,63211678
743,63211678
741,63213949
742,63213949
743,63213949
741,63213951
742,63213951
743,63213951
741,63213953
742,63213953
743,63213953
741,63213954
742,63213954
743,63213954
741,63213957
742,63213957
743,63213957
741,63213959
742,63213959
743,63213959
741,63213961
742,63213961
743,63213961
741,63213963
742,63213963
743,63213963
741,63213965
742,63213965
743,63213965
741,63213968
742,63213968
743,63213968
741,63213970
742,63213970
743,63213970
741,63213971
742,63213971
743,63213971
741,63213973
742,63213973
743,63213973
741,63213975
742,63213975
743,63213975
741,63213977
742,63213977
743,63213977
741,63213979
742,63213979
743,63213979
741,63213981
742,63213981
743,63213981
741,63213983
742,63213983
743,63213983
741,63213985
742,63213985
743,63213985
741,63213987
742,63213987
743,63213987
741,63213991
742,63213991
743,63213991
741,63213992
742,63213992
743,63213992
741,63213993
742,63213993
743,63213993
741,63213995
742,63213995
743,63213995
741,63213997
742,63213997
743,63213997
741,63213999
742,63213999
743,63213999
741,63214002
742,63214002
743,63214002
741,63214003
742,63214003
743,63214003
741,63214004
742,63214004
743,63214004
741,63214006
742,63214006
743,63214006
741,63214009
742,63214009
743,63214009
741,63214012
742,63214012
743,63214012
741,63214225
742,63214225
743,63214225
741,63214227
742,63214227
743,63214227
741,63214577
742,63214577
743,63214577
741,63214587
742,63214587
743,63214587
741,63214588
742,63214588
743,63214588
741,63214751
742,63214751
743,63214751
741,63214753
742,63214753
743,63214753
741,63214754
742,63214754
743,63214754
741,63214755
742,63214755
743,63214755
741,63214757
742,63214757
743,63214757
741,63214799
742,63214799
743,63214799
741,63214800
742,63214800
743,63214800
741,63214801
742,63214801
743,63214801
741,63215052
742,63215052
743,63215052
741,63215057
742,63215057
743,63215057
741,63215059
742,63215059
743,63215059
741,63215064
742,63215064
743,63215064
741,63215075
742,63215075
743,63215075
741,63215084
742,63215084
743,63215084
741,63215087
742,63215087
743,63215087
741,63215088
742,63215088
743,63215088
741,63215090
742,63215090
743,63215090
741,63215092
742,63215092
743,63215092
741,63215095
742,63215095
743,63215095
741,63215097
742,63215097
743,63215097
741,63215099
742,63215099
743,63215099
741,63353376
742,63353376
743,63353376
741,63353379
742,63353379
743,63353379
741,63353381
742,63353381
743,63353381
741,63353382
742,63353382
743,63353382
741,63353384
742,63353384
743,63353384
741,63353386
742,63353386
743,63353386
741,63353388
742,63353388
743,63353388
741,63353390
742,63353390
743,63353390
741,63353392
742,63353392
743,63353392
741,63353395
742,63353395
743,63353395
741,63353397
742,63353397
743,63353397
741,63353398
742,63353398
743,63353398
741,63353400
742,63353400
743,63353400
741,63353402
742,63353402
743,63353402
741,63353404
742,63353404
743,63353404
741,63353406
742,63353406
743,63353406
741,63353408
742,63353408
743,63353408
741,63353410
742,63353410
743,63353410
741,63353412
742,63353412
743,63353412
741,63353413
742,63353413
743,63353413
741,63353415
742,63353415
743,63353415
741,63353417
742,63353417
743,63353417
741,63353419
742,63353419
743,63353419
741,63353422
742,63353422
743,63353422
741,63353424
742,63353424
743,63353424
741,63353426
742,63353426
743,63353426
741,63353429
742,63353429
743,63353429
741,63353430
742,63353430
743,63353430
741,63353431
742,63353431
743,63353431
741,63353433
742,63353433
743,63353433
741,63353436
742,63353436
743,63353436
741,63353439
742,63353439
743,63353439
741,63353652
742,63353652
743,63353652
741,63353653
742,63353653
743,63353653
741,63353985
742,63353985
743,63353985
741,63353993
742,63353993
743,63353993
741,63353994
742,63353994
743,63353994
741,63354157
742,63354157
743,63354157
741,63354158
742,63354158
743,63354158
741,63354160
742,63354160
743,63354160
741,63354161
742,63354161
743,63354161
741,63354162
742,63354162
743,63354162
741,63354170
742,63354170
743,63354170
741,63354171
742,63354171
743,63354171
741,63354172
742,63354172
743,63354172
741,63480280
742,63480280
743,63480280
741,63480281
742,63480281
743,63480281
741,63480758
742,63480758
743,63480758
741,63480762
742,63480762
743,63480762
741,63480764
742,63480764
743,63480764
741,63480766
742,63480766
743,63480766
741,63480768
742,63480768
743,63480768
741,63480771
742,63480771
743,63480771
741,63480773
742,63480773
743,63480773
741,63480774
742,63480774
743,63480774
741,63480776
742,63480776
743,63480776
741,63480780
742,63480780
743,63480780
741,63480781
742,63480781
743,63480781
741,63480783
742,63480783
743,63480783
741,63480785
742,63480785
743,63480785
741,63480787
742,63480787
743,63480787
741,63480789
742,63480789
743,63480789
741,63480791
742,63480791
743,63480791
741,63480794
742,63480794
743,63480794
741,63480796
742,63480796
743,63480796
741,63480797
742,63480797
743,63480797
741,63480799
742,63480799
743,63480799
741,63480801
742,63480801
743,63480801
741,63480803
742,63480803
743,63480803
741,63480895
742,63480895
743,63480895
741,63480896
742,63480896
743,63480896
741,63480949
742,63480949
743,63480949
741,63480950
742,63480950
743,63480950
741,63480951
742,63480951
743,63480951
741,63481254
742,63481254
743,63481254
741,63481257
742,63481257
743,63481257
741,63481364
742,63481364
743,63481364
741,63481365
742,63481365
743,63481365
741,63481366
742,63481366
743,63481366
741,63481367
742,63481367
743,63481367
741,63481372
742,63481372
743,63481372
741,63481374
742,63481374
743,63481374
741,63481375
742,63481375
743,63481375
741,63481390
742,63481390
743,63481390
741,63481416
742,63481416
743,63481416
741,63481431
742,63481431
743,63481431
741,63481449
742,63481449
743,63481449
741,63481451
742,63481451
743,63481451
741,63481462
742,63481462
743,63481462
741,63481463
742,63481463
743,63481463
741,63481480
742,63481480
743,63481480
741,63481547
742,63481547
743,63481547
741,63481796
742,63481796
743,63481796
741,63481798
742,63481798
743,63481798
741,63481799
742,63481799
743,63481799
741,63481809
742,63481809
743,63481809
741,63481812
742,63481812
743,63481812
741,63481814
742,63481814
743,63481814
741,63481818
742,63481818
743,63481818
741,63481821
742,63481821
743,63481821
741,63481823
742,63481823
743,63481823
741,63481827
742,63481827
743,63481827
741,63493907
742,63493907
743,63493907
741,63493908
742,63493908
743,63493908
741,63494383
742,63494383
743,63494383
741,63494387
742,63494387
743,63494387
741,63494389
742,63494389
743,63494389
741,63494391
742,63494391
743,63494391
741,63494393
742,63494393
743,63494393
741,63494394
742,63494394
743,63494394
741,63494398
742,63494398
743,63494398
741,63494399
742,63494399
743,63494399
741,63494402
742,63494402
743,63494402
741,63494404
742,63494404
743,63494404
741,63494406
742,63494406
743,63494406
741,63494408
742,63494408
743,63494408
741,63494410
742,63494410
743,63494410
741,63494411
742,63494411
743,63494411
741,63494413
742,63494413
743,63494413
741,63494416
742,63494416
743,63494416
741,63494419
742,63494419
743,63494419
741,63494421
742,63494421
743,63494421
741,63494422
742,63494422
743,63494422
741,63494424
742,63494424
743,63494424
741,63494425
742,63494425
743,63494425
741,63494428
742,63494428
743,63494428
741,63494520
742,63494520
743,63494520
741,63494521
742,63494521
743,63494521
741,63494574
742,63494574
743,63494574
741,63494575
742,63494575
743,63494575
741,63494576
742,63494576
743,63494576
741,63494761
742,63494761
743,63494761
741,63494825
742,63494825
743,63494825
741,63494827
742,63494827
743,63494827
741,63494939
742,63494939
743,63494939
741,63494993
742,63494993
743,63494993
741,63494995
742,63494995
743,63494995
741,63495044
742,63495044
743,63495044
741,63495046
742,63495046
743,63495046
741,63495048
742,63495048
743,63495048
741,63495049
742,63495049
743,63495049
741,63495050
742,63495050
743,63495050
741,63495063
742,63495063
743,63495063
741,63495092
742,63495092
743,63495092
741,63495130
742,63495130
743,63495130
741,63495170
742,63495170
743,63495170
741,63495226
742,63495226
743,63495226
741,63495252
742,63495252
743,63495252
741,63495471
742,63495471
743,63495471
741,63495472
742,63495472
743,63495472
741,63495473
742,63495473
743,63495473
741,63495475
742,63495475
743,63495475
741,63495484
742,63495484
743,63495484
741,63495486
742,63495486
743,63495486
741,63495498
742,63495498
743,63495498
741,63495500
742,63495500
743,63495500
741,63495502
742,63495502
743,63495502
741,63495505
742,63495505
743,63495505
89,63092355
93,63092355
89,63145859
93,63145859
89,63096335
93,63096335
89,63092357
93,63092357
89,63145861
93,63145861
89,63256408
93,63256408
CR-Kingston,CR-670077-031
CR-Needham,CR-670299-841
CR-Franklin,CR-670299-841
CR-Franklin,CR-670291-833
CR-Franklin,CR-670292-834
CR-Franklin,CR-670286-828
CR-Franklin,CR-670330-892
CR-Franklin,CR-670302-862
CR-Franklin,CR-670295-837
CR-Franklin,CR-670298-840
CR-Needham,CR-670297-839
CR-Fairmount,CR-670229-728
CR-Fairmount,CR-670233-732
CR-Fairmount,CR-670235-734
CR-Fairmount,CR-670236-735
CR-Fairmount,CR-670237-740
CR-Fairmount,CR-670238-741
CR-Fairmount,CR-670249-752
CR-Fairmount,CR-670254-757
CR-Fairmount,CR-670255-758
CR-Fairmount,CR-670256-759
CR-Fairmount,CR-670257-760
CR-Fairmount,CR-670331-893
CR-Franklin,CR-677158-1808
CR-Franklin,CR-677179-1818
CR-Franklin,CR-677285-2814
CR-Franklin,CR-677161-1807
CR-Franklin,CR-677159-1815
CR-Franklin,CR-677165-1803
CR-Franklin,CR-677293-2804
CR-Franklin,CR-677284-2812
CR-Franklin,CR-677283-2817
CR-Franklin,CR-677278-2813
CR-Franklin,CR-677167-1811
CR-Franklin,CR-677169-1810
CR-Franklin,CR-677280-2815
CR-Franklin,CR-677287-2802
CR-Franklin,CR-677291-2801
CR-Franklin,CR-677163-1804
CR-Franklin,CR-677297-2803
CR-Franklin,CR-677290-2810
CR-Kingston,CR-665488-2021
CR-Franklin,CR-677289-2800
CR-Franklin,CR-677173-1814
CR-Franklin,CR-677272-2807
CR-Franklin,CR-677157-1817
CR-Kingston,CR-665269-1021
CR-Franklin,CR-677162-1816
CR-Franklin,CR-677288-2819
CR-Franklin,CR-677294-2818
CR-Franklin,CR-677282-2811
CR-Franklin,CR-677166-1809
CR-Franklin,CR-677164-1805
CR-Franklin,CR-677275-2816
CR-Franklin,CR-677177-1800
CR-Franklin,CR-677160-1819
CR-Franklin,CR-677171-1802
CR-Franklin,CR-677172-1801
CR-Franklin,CR-677180-1812
CR-Franklin,CR-677168-1813
CR-Franklin,CR-677273-2808
CR-Franklin,CR-677174-1806
CR-Franklin,CR-677295-2809
CR-Franklin,CR-677286-2805
CR-Franklin,CR-677292-2806
CR-Fairmount,CR-665280-1703
CR-Fairmount,CR-665297-1702
CR-Fairmount,CR-665298-1700
CR-Fairmount,CR-665302-1701
CR-Fairmount,CR-665324-1719
CR-Fairmount,CR-665332-1718
CR-Fairmount,CR-665334-1717
CR-Fairmount,CR-665335-1716
CR-Fairmount,CR-665336-1715
CR-Fairmount,CR-665337-1714
CR-Fairmount,CR-665338-1709
CR-Fairmount,CR-665339-1712
CR-Fairmount,CR-665340-1704
CR-Fairmount,CR-665341-1706
CR-Fairmount,CR-665342-1705
CR-Fairmount,CR-665346-1713
CR-Fairmount,CR-665347-1711
CR-Fairmount,CR-665348-1707
CR-Fairmount,CR-665349-1708
CR-Fairmount,CR-665350-1710
CR-Fairmount,CR-665380-2715
CR-Fairmount,CR-665381-2712
CR-Fairmount,CR-665382-2714
CR-Fairmount,CR-665398-2713
CR-Fairmount,CR-665399-2719
CR-Fairmount,CR-665400-2711
CR-Fairmount,CR-665414-2717
CR-Fairmount,CR-665415-2710
CR-Fairmount,CR-665416-2716
CR-Fairmount,CR-665417-2709
CR-Fairmount,CR-665418-2718
CR-Fairmount,CR-665431-2704
CR-Fairmount,CR-665432-2702
CR-Fairmount,CR-665433-2703
CR-Fairmount,CR-665434-2701
CR-Fairmount,CR-665435-2708
CR-Fairmount,CR-665436-2700
CR-Fairmount,CR-665437-2705
CR-Fairmount,CR-665438-2707
CR-Fairmount,CR-665440-2706
CR-Franklin,July4-685482-1804
CR-Franklin,July4-685493-1806
CR-Franklin,July4-685487-1813
CR-Franklin,July4-685484-1803
CR-Franklin,July4-685480-1807
CR-Franklin,July4-685483-1805
CR-Franklin,July4-685485-1809
CR-Franklin,July4-685491-1801
CR-Franklin,July4-685486-1811
CR-Franklin,July4-685496-1800
CR-Kingston,July4-685323-1021
CR-Franklin,July4-685488-1810
CR-Franklin,July4-685477-1808
CR-Franklin,July4-685499-1812
CR-Franklin,July4-685490-1802
CR-Franklin,July4-685476-1817
CR-Franklin,July4-685479-1819
CR-Franklin,July4-685478-1815
CR-Franklin,July4-685492-1814
CR-Franklin,July4-685481-1816
CR-Franklin,July4-685498-1818
CR-Fairmount,July4-685334-1703
CR-Fairmount,July4-685351-1702
CR-Fairmount,July4-685352-1700
CR-Fairmount,July4-685356-1701
CR-Fairmount,July4-685371-1719
CR-Fairmount,July4-685377-1718
CR-Fairmount,July4-685378-1717
CR-Fairmount,July4-685379-1716
CR-Fairmount,July4-685380-1715
CR-Fairmount,July4-685381-1714
CR-Fairmount,July4-685382-1709
CR-Fairmount,July4-685383-1712
CR-Fairmount,July4-685384-1704
CR-Fairmount,July4-685385-1706
CR-Fairmount,July4-685386-1705
CR-Fairmount,July4-685387-1713
CR-Fairmount,July4-685388-1711
CR-Fairmount,July4-685389-1707
CR-Fairmount,July4-685390-1708
CR-Fairmount,July4-685391-1710
CR-Lowell,CR-676453-204
CR-Lowell,CR-676454-206
CR-Lowell,CR-676455-208
CR-Lowell,CR-676456-210
CR-Lowell,CR-676457-212
CR-Lowell,CR-676459-214
CR-Lowell,CR-676655-216
CR-Needham,CR-670299-841-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670299-841-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670291-833-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670292-834-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670286-828-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670330-892-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670302-862-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
CR-Franklin,CR-670295-837-ForestHillsSouthStationSuspendNeedhamFHSuspendNeedhamSStaSuspend
